congress,chamber,bioguide,last_name,state,district,party,votes,agree_pct,predicted_agree,net_trump_vote
0,house,A000055,Aderholt,AL,4,Republican,173,0.976878612716763,0.95581023,63
115,house,A000055,Aderholt,AL,4,R,95,0.968421052631579,0.94634916,63
116,house,A000055,Aderholt,AL,4,R,78,0.987179487179487,0.96733333,63
0,house,A000367,Amash,MI,3,Independent,172,0.656976744186046,0.74891115,9.4
115,house,A000367,Amash,MI,3,R,96,0.541666666666667,0.84738551,9.4
116,house,A000367,Amash,MI,3,I,74,0.797297297297297,0.64539274,9.4
116,house,A000367,Amash,MI,3,R,2,1,0.59582585,9.4
0,house,A000369,Amodei,NV,2,Republican,173,0.971098265895954,0.80665662,12.3
115,house,A000369,Amodei,NV,2,R,94,0.98936170212766,0.87652676,12.3
116,house,A000369,Amodei,NV,2,R,79,0.949367088607595,0.72352,12.3
0,house,A000370,Adams,NC,12,Democrat,172,0.11046511627907,0.12965646,-40
115,house,A000370,Adams,NC,12,D,92,0.173913043478261,0.20378724,-40
116,house,A000370,Adams,NC,12,D,80,0.0375,0.04440607,-40
0,house,A000371,Aguilar,CA,31,Democrat,173,0.173410404624277,0.1974982,-21.1
115,house,A000371,Aguilar,CA,31,D,94,0.276595744680851,0.31386763,-21.1
116,house,A000371,Aguilar,CA,31,D,79,0.0506329113924051,0.0590333,-21.1
0,house,A000372,Allen,GA,12,Republican,176,0.971590909090909,0.87091351,16.2
115,house,A000372,Allen,GA,12,R,95,0.968421052631579,0.90578921,16.2
116,house,A000372,Allen,GA,12,R,81,0.975308641975309,0.83000991,16.2
0,house,A000374,Abraham,LA,5,Republican,145,0.944827586206897,0.94409673,29.4
115,house,A000374,Abraham,LA,5,R,96,0.927083333333333,0.9458395,29.4
116,house,A000374,Abraham,LA,5,R,49,0.979591836734694,0.94068232,29.4
0,house,A000375,Arrington,TX,19,Republican,175,0.965714285714286,0.95658548,49
115,house,A000375,Arrington,TX,19,R,95,0.968421052631579,0.94961009,49
116,house,A000375,Arrington,TX,19,R,80,0.9625,0.96486874,49
0,house,A000376,Allred,TX,32,Democrat,80,0.0625,0.19729689,-1.9
116,house,A000376,Allred,TX,32,D,80,0.0625,0.19729689,-1.9
0,house,A000377,Armstrong,ND,0,Republican,79,0.949367088607595,0.95530619,35.72888837
116,house,A000377,Armstrong,ND,0,R,79,0.949367088607595,0.95530619,35.72888837
0,house,A000378,Axne,IA,3,Democrat,81,0.0740740740740741,0.36806,3.5
116,house,A000378,Axne,IA,3,D,81,0.0740740740740741,0.36806,3.5
0,house,B000213,Barton,TX,6,Republican,92,0.923913043478261,0.87643124,12.3
115,house,B000213,Barton,TX,6,R,92,0.923913043478261,0.87643124,12.3
0,house,B000287,Becerra,CA,34,Democrat,1,0,1.4e-7,-72.9
115,house,B000287,Becerra,CA,34,D,1,0,1.4e-7,-72.9
0,house,B000490,Bishop,GA,2,Democrat,172,0.267441860465116,0.28124685,-11.7
115,house,B000490,Bishop,GA,2,D,93,0.451612903225806,0.45128279,-11.7
116,house,B000490,Bishop,GA,2,D,79,0.0506329113924051,0.08107796,-11.7
0,house,B000574,Blumenauer,OR,3,Democrat,171,0.116959064327485,0.12136831,-48.2
115,house,B000574,Blumenauer,OR,3,D,91,0.175824175824176,0.19149721,-48.2
116,house,B000574,Blumenauer,OR,3,D,80,0.05,0.04159668,-48.2
0,house,B000755,Brady,TX,8,Republican,173,0.982658959537572,0.95620775,48.8
115,house,B000755,Brady,TX,8,R,96,0.989583333333333,0.95016617,48.8
116,house,B000755,Brady,TX,8,R,77,0.974025974025974,0.96374011,48.8
0,house,B001227,Brady,PA,1,Democrat,93,0.172043010752688,0.16459382,-61.3
115,house,B001227,Brady,PA,1,D,93,0.172043010752688,0.16459382,-61.3
115,house,B001243,Blackburn,TN,7,R,87,0.919540229885057,0.94563949,39.3
0,house,B001248,Burgess,TX,26,Republican,174,0.954022988505747,0.9381066,26.5
115,house,B001248,Burgess,TX,26,R,94,0.957446808510638,0.94107564,26.5
116,house,B001248,Burgess,TX,26,R,80,0.95,0.93461797,26.5
0,house,B001250,Bishop,UT,1,Republican,168,0.952380952380952,0.94039263,27.3
115,house,B001250,Bishop,UT,1,R,93,0.956989247311828,0.94214025,27.3
116,house,B001250,Bishop,UT,1,R,75,0.946666666666667,0.93822559,27.3
0,house,B001251,Butterfield,NC,1,Democrat,174,0.137931034482759,0.13749444,-37
115,house,B001251,Butterfield,NC,1,D,94,0.212765957446809,0.21569132,-37
116,house,B001251,Butterfield,NC,1,D,80,0.05,0.04561311,-37
0,house,B001257,Bilirakis,FL,12,Republican,175,0.954285714285714,0.89816895,18.6
115,house,B001257,Bilirakis,FL,12,R,95,0.978947368421053,0.92184181,18.6
116,house,B001257,Bilirakis,FL,12,R,80,0.925,0.87005743,18.6
0,house,B001260,Buchanan,FL,16,Republican,169,0.923076923076923,0.77206587,10.7
115,house,B001260,Buchanan,FL,16,R,90,0.966666666666667,0.86069026,10.7
116,house,B001260,Buchanan,FL,16,R,79,0.873417721518987,0.67110138,10.7
0,house,B001269,Barletta,PA,11,Republican,92,0.978260869565217,0.93672465,23.8
115,house,B001269,Barletta,PA,11,R,92,0.978260869565217,0.93672465,23.8
0,house,B001270,Bass,CA,37,Democrat,164,0.0853658536585366,0.09196516,-76.1
115,house,B001270,Bass,CA,37,D,87,0.126436781609195,0.14088039,-76.1
116,house,B001270,Bass,CA,37,D,77,0.038961038961039,0.03669731,-76.1
0,house,B001273,Black,TN,6,Republican,78,0.935897435897436,0.95902609,48.9
115,house,B001273,Black,TN,6,R,78,0.935897435897436,0.95902609,48.9
0,house,B001274,Brooks,AL,5,Republican,173,0.901734104046243,0.9500151,33.4
115,house,B001274,Brooks,AL,5,R,92,0.83695652173913,0.94722233,33.4
116,house,B001274,Brooks,AL,5,R,81,0.975308641975309,0.95318713,33.4
0,house,B001275,Bucshon,IN,8,Republican,173,0.959537572254335,0.95003446,33.7
115,house,B001275,Bucshon,IN,8,R,96,0.989583333333333,0.94905825,33.7
116,house,B001275,Bucshon,IN,8,R,77,0.922077922077922,0.95125155,33.7
0,house,B001278,Bonamici,OR,1,Democrat,176,0.130681818181818,0.18446857,-22.8
115,house,B001278,Bonamici,OR,1,D,95,0.2,0.29451476,-22.8
116,house,B001278,Bonamici,OR,1,D,81,0.0493827160493827,0.05540206,-22.8
0,house,B001281,Beatty,OH,3,Democrat,169,0.124260355029586,0.13350849,-38.4
115,house,B001281,Beatty,OH,3,D,92,0.195652173913043,0.2060699,-38.4
116,house,B001281,Beatty,OH,3,D,77,0.038961038961039,0.04681173,-38.4
0,house,B001282,Barr,KY,6,Republican,174,0.959770114942529,0.85859592,15.3
115,house,B001282,Barr,KY,6,R,96,0.96875,0.90105912,15.3
116,house,B001282,Barr,KY,6,R,78,0.948717948717949,0.80633353,15.3
0,house,B001283,Bridenstine,OK,1,Republican,52,0.942307692307692,0.95711151,28.7
115,house,B001283,Bridenstine,OK,1,R,52,0.942307692307692,0.95711151,28.7
0,house,B001284,Brooks,IN,5,Republican,175,0.954285714285714,0.79992038,11.8
115,house,B001284,Brooks,IN,5,R,96,0.989583333333333,0.87293384,11.8
116,house,B001284,Brooks,IN,5,R,79,0.911392405063291,0.71119517,11.8
0,house,B001285,Brownley,CA,26,Democrat,171,0.192982456140351,0.18257131,-21.9
115,house,B001285,Brownley,CA,26,D,92,0.326086956521739,0.30034879,-21.9
116,house,B001285,Brownley,CA,26,D,79,0.0379746835443038,0.04541272,-21.9
0,house,B001286,Bustos,IL,17,Democrat,176,0.221590909090909,0.50409184,0.7
115,house,B001286,Bustos,IL,17,D,95,0.368421052631579,0.70528738,0.7
116,house,B001286,Bustos,IL,17,D,81,0.0493827160493827,0.26812177,0.7
0,house,B001287,Bera,CA,7,Democrat,177,0.231638418079096,0.28641717,-11.4
115,house,B001287,Bera,CA,7,D,96,0.385416666666667,0.45691205,-11.4
116,house,B001287,Bera,CA,7,D,81,0.0493827160493827,0.08434916,-11.4
0,house,B001289,Byrne,AL,1,Republican,167,0.964071856287425,0.94731197,29.4
115,house,B001289,Byrne,AL,1,R,96,0.958333333333333,0.9458395,29.4
116,house,B001289,Byrne,AL,1,R,71,0.971830985915493,0.94930292,29.4
0,house,B001290,Brat,VA,7,Republican,95,0.884210526315789,0.80768775,6.5
115,house,B001290,Brat,VA,7,R,95,0.884210526315789,0.80768775,6.5
0,house,B001291,Babin,TX,36,Republican,170,0.958823529411765,0.95636651,46.8
115,house,B001291,Babin,TX,36,R,94,0.946808510638298,0.95172585,46.8
116,house,B001291,Babin,TX,36,R,76,0.973684210526316,0.96210627,46.8
0,house,B001292,Beyer,VA,8,Democrat,170,0.123529411764706,0.10363249,-52.6
115,house,B001292,Beyer,VA,8,D,91,0.197802197802198,0.16911584,-52.6
116,house,B001292,Beyer,VA,8,D,79,0.0379746835443038,0.02820231,-52.6
0,house,B001293,Bishop,MI,8,Republican,95,0.978947368421053,0.81057761,6.7
115,house,B001293,Bishop,MI,8,R,95,0.978947368421053,0.81057761,6.7
0,house,B001294,Blum,IA,1,Republican,93,0.924731182795699,0.76057766,3.5
115,house,B001294,Blum,IA,1,R,93,0.924731182795699,0.76057766,3.5
0,house,B001295,Bost,IL,12,Republican,176,0.960227272727273,0.85173179,14.8
115,house,B001295,Bost,IL,12,R,95,0.989473684210526,0.89727638,14.8
116,house,B001295,Bost,IL,12,R,81,0.925925925925926,0.7983153,14.8
0,house,B001296,Boyle,PA,2,Democrat,175,0.131428571428571,0.14185174,-48
115,house,B001296,Boyle,PA,13,D,94,0.202127659574468,0.22863067,-33.6
116,house,B001296,Boyle,PA,2,D,81,0.0493827160493827,0.04114533,-48
0,house,B001297,Buck,CO,4,Republican,172,0.877906976744186,0.9260689,23.1
115,house,B001297,Buck,CO,4,R,94,0.851063829787234,0.93541675,23.1
116,house,B001297,Buck,CO,4,R,78,0.91025641025641,0.91480354,23.1
0,house,B001298,Bacon,NE,2,Republican,177,0.937853107344633,0.54556078,2.2
115,house,B001298,Bacon,NE,2,R,96,0.979166666666667,0.73689927,2.2
116,house,B001298,Bacon,NE,2,R,81,0.888888888888889,0.31878924,2.2
0,house,B001299,Banks,IN,3,Republican,177,0.943502824858757,0.95231456,35
115,house,B001299,Banks,IN,3,R,96,0.947916666666667,0.94963284,35
116,house,B001299,Banks,IN,3,R,81,0.938271604938272,0.9554929,35
0,house,B001300,Barragán,CA,44,Democrat,175,0.108571428571429,0.09780953,-70.7
115,house,B001300,Barragán,CA,44,D,94,0.170212765957447,0.15122911,-70.7
116,house,B001300,Barragán,CA,44,D,81,0.037037037037037,0.03581644,-70.7
0,house,B001301,Bergman,MI,1,Republican,174,0.96551724137931,0.91798699,21.3
115,house,B001301,Bergman,MI,1,R,95,0.968421052631579,0.92923049,21.3
116,house,B001301,Bergman,MI,1,R,79,0.962025316455696,0.90446632,21.3
0,house,B001302,Biggs,AZ,5,Republican,176,0.829545454545455,0.91590106,21.1
115,house,B001302,Biggs,AZ,5,R,96,0.729166666666667,0.92917335,21.1
116,house,B001302,Biggs,AZ,5,R,80,0.95,0.8999743,21.1
0,house,B001303,Blunt Rochester,DE,0,Democrat,172,0.168604651162791,0.27988749,-11.43051247
115,house,B001303,Blunt Rochester,DE,0,D,92,0.271739130434783,0.44921655,-11.43051247
116,house,B001303,Blunt Rochester,DE,0,D,80,0.05,0.08515907,-11.43051247
0,house,B001304,Brown,MD,4,Democrat,173,0.115606936416185,0.10304835,-57.5
115,house,B001304,Brown,MD,4,D,92,0.195652173913043,0.15979619,-57.5
116,house,B001304,Brown,MD,4,D,81,0.0246913580246914,0.038594,-57.5
0,house,B001305,Budd,NC,13,Republican,173,0.92485549132948,0.75273766,9.4
115,house,B001305,Budd,NC,13,R,95,0.894736842105263,0.85624197,9.4
116,house,B001305,Budd,NC,13,R,78,0.961538461538462,0.62667472,9.4
0,house,B001306,Balderson,OH,12,Republican,87,0.942528735632184,0.70685115,11.3
115,house,B001306,Balderson,OH,12,R,6,1,0.91223178,11.3
116,house,B001306,Balderson,OH,12,R,81,0.938271604938272,0.69163777,11.3
0,house,B001307,Baird,IN,4,Republican,81,0.962962962962963,0.95424967,34.1
116,house,B001307,Baird,IN,4,R,81,0.962962962962963,0.95424967,34.1
0,house,B001308,Brindisi,NY,22,Democrat,81,0.111111111111111,0.81491278,15.5
116,house,B001308,Brindisi,NY,22,D,81,0.111111111111111,0.81491278,15.5
0,house,B001309,Burchett,TN,2,Republican,80,0.9625,0.95545551,35.4
116,house,B001309,Burchett,TN,2,R,80,0.9625,0.95545551,35.4
0,house,B001311,Bishop,NC,9,Republican,33,0.96969696969697,0.73481711,11.6
116,house,B001311,Bishop,NC,9,R,33,0.96969696969697,0.73481711,11.6
0,house,C000059,Calvert,CA,42,Republican,177,0.971751412429379,0.80218924,12
115,house,C000059,Calvert,CA,42,R,96,0.989583333333333,0.87482029,12
116,house,C000059,Calvert,CA,42,R,81,0.950617283950617,0.716108,12
0,house,C000266,Chabot,OH,1,Republican,177,0.949152542372881,0.66782849,6.6
115,house,C000266,Chabot,OH,1,R,96,0.947916666666667,0.81042926,6.6
116,house,C000266,Chabot,OH,1,R,81,0.950617283950617,0.49882016,6.6
0,house,C000537,Clyburn,SC,6,Democrat,160,0.13125,0.14291642,-36.5
115,house,C000537,Clyburn,SC,6,D,88,0.193181818181818,0.21914168,-36.5
116,house,C000537,Clyburn,SC,6,D,72,0.0555555555555556,0.04975221,-36.5
0,house,C000714,Conyers,MI,13,Democrat,53,0.132075471698113,0.13287585,-60.7
115,house,C000714,Conyers,MI,13,D,53,0.132075471698113,0.13287585,-60.7
0,house,C000754,Cooper,TN,5,Democrat,175,0.228571428571429,0.21455575,-18.4
115,house,C000754,Cooper,TN,5,D,95,0.389473684210526,0.34232517,-18.4
116,house,C000754,Cooper,TN,5,D,80,0.0375,0.06282956,-18.4
0,house,C000984,Cummings,MD,7,Democrat,111,0.117117117117117,0.11001698,-55.6
115,house,C000984,Cummings,MD,7,D,69,0.159420289855072,0.15920039,-55.6
116,house,C000984,Cummings,MD,7,D,42,0.0476190476190476,0.02921566,-55.6
0,house,C001037,Capuano,MA,7,Democrat,91,0.153846153846154,0.14345325,-72.2
115,house,C001037,Capuano,MA,7,D,91,0.153846153846154,0.14345325,-72.2
0,house,C001038,Crowley,NY,14,Democrat,88,0.170454545454545,0.15617876,-57.9
115,house,C001038,Crowley,NY,14,D,88,0.170454545454545,0.15617876,-57.9
0,house,C001048,Culberson,TX,7,Republican,95,0.978947368421053,0.66478893,-1.4
115,house,C001048,Culberson,TX,7,R,95,0.978947368421053,0.66478893,-1.4
0,house,C001049,Clay,MO,1,Democrat,172,0.0988372093023256,0.10974214,-58.2
115,house,C001049,Clay,MO,1,D,94,0.159574468085106,0.16769266,-58.2
116,house,C001049,Clay,MO,1,D,78,0.0256410256410256,0.03990434,-58.2
0,house,C001051,Carter,TX,31,Republican,165,0.96969696969697,0.81789054,12.7
115,house,C001051,Carter,TX,31,R,94,0.968085106382979,0.88017032,12.7
116,house,C001051,Carter,TX,31,R,71,0.971830985915493,0.73543562,12.7
0,house,C001053,Cole,OK,4,Republican,175,0.965714285714286,0.95346988,37.4
115,house,C001053,Cole,OK,4,R,94,0.98936170212766,0.94935012,37.4
116,house,C001053,Cole,OK,4,R,81,0.938271604938272,0.95825084,37.4
0,house,C001055,Case,HI,1,Democrat,81,0.0617283950617284,0.04729445,-32.6
116,house,C001055,Case,HI,1,D,81,0.0617283950617284,0.04729445,-32.6
0,house,C001059,Costa,CA,16,Democrat,170,0.270588235294118,0.182667,-21.6
115,house,C001059,Costa,CA,16,D,89,0.471910112359551,0.29707729,-21.6
116,house,C001059,Costa,CA,16,D,81,0.0493827160493827,0.05695692,-21.6
0,house,C001061,Cleaver,MO,5,Democrat,167,0.125748502994012,0.26141572,-13.5
115,house,C001061,Cleaver,MO,5,D,90,0.188888888888889,0.42143829,-13.5
116,house,C001061,Cleaver,MO,5,D,77,0.051948051948052,0.07437634,-13.5
0,house,C001062,Conaway,TX,11,Republican,177,0.977401129943503,0.95708859,58.7
115,house,C001062,Conaway,TX,11,R,96,0.989583333333333,0.94801977,58.7
116,house,C001062,Conaway,TX,11,R,81,0.962962962962963,0.96783682,58.7
0,house,C001063,Cuellar,TX,28,Democrat,176,0.420454545454545,0.20592323,-19.8
115,house,C001063,Cuellar,TX,28,D,96,0.6875,0.32872556000000003,-19.8
116,house,C001063,Cuellar,TX,28,D,80,0.1,0.05856043,-19.8
0,house,C001066,Castor,FL,14,Democrat,175,0.142857142857143,0.21583389,-18.2
115,house,C001066,Castor,FL,14,D,94,0.223404255319149,0.34788598,-18.2
116,house,C001066,Castor,FL,14,D,81,0.0493827160493827,0.06258825,-18.2
0,house,C001067,Clarke,NY,9,Democrat,176,0.0795454545454545,0.09837091,-69.1
115,house,C001067,Clarke,NY,9,D,95,0.105263157894737,0.15145378,-69.1
116,house,C001067,Clarke,NY,9,D,81,0.0493827160493827,0.03611322,-69.1
0,house,C001068,Cohen,TN,9,Democrat,175,0.114285714285714,0.10829632,-57.7
115,house,C001068,Cohen,TN,9,D,95,0.178947368421053,0.16662781,-57.7
116,house,C001068,Cohen,TN,9,D,80,0.0375,0.03902768,-57.7
0,house,C001069,Courtney,CT,2,Democrat,175,0.165714285714286,0.41999916,-2.9
115,house,C001069,Courtney,CT,2,D,94,0.265957446808511,0.62987701,-2.9
116,house,C001069,Courtney,CT,2,D,81,0.0493827160493827,0.17643721,-2.9
0,house,C001072,Carson,IN,7,Democrat,170,0.117647058823529,0.18156165,-22.8
115,house,C001072,Carson,IN,7,D,89,0.179775280898876,0.29638105,-22.8
116,house,C001072,Carson,IN,7,D,81,0.0493827160493827,0.05540206,-22.8
0,house,C001076,Chaffetz,UT,3,Republican,31,1,0.98637674,23.9
115,house,C001076,Chaffetz,UT,3,R,31,1,0.98637674,23.9
0,house,C001077,Coffman,CO,6,Republican,96,0.947916666666667,0.50597163,-8.9
115,house,C001077,Coffman,CO,6,R,96,0.947916666666667,0.50597163,-8.9
0,house,C001078,Connolly,VA,11,Democrat,176,0.164772727272727,0.13129326,-39.4
115,house,C001078,Connolly,VA,11,D,95,0.263157894736842,0.2056424,-39.4
116,house,C001078,Connolly,VA,11,D,81,0.0493827160493827,0.04409364,-39.4
0,house,C001080,Chu,CA,27,Democrat,175,0.102857142857143,0.13550538,-37.6
115,house,C001080,Chu,CA,27,D,95,0.147368421052632,0.21138455,-37.6
116,house,C001080,Chu,CA,27,D,80,0.05,0.04539887,-37.6
0,house,C001084,Cicilline,RI,1,Democrat,175,0.137142857142857,0.17154375,-25.6
115,house,C001084,Cicilline,RI,1,D,95,0.210526315789474,0.27136301,-25.6
116,house,C001084,Cicilline,RI,1,D,80,0.05,0.05300838,-25.6
0,house,C001087,Crawford,AR,1,Republican,168,0.964285714285714,0.94973074,34.8
115,house,C001087,Crawford,AR,1,R,95,0.978947368421053,0.94910508,34.8
116,house,C001087,Crawford,AR,1,R,73,0.945205479452055,0.95054497,34.8
0,house,C001090,Cartwright,PA,8,Democrat,171,0.192982456140351,0.75455015,9.6
115,house,C001090,Cartwright,PA,17,D,95,0.305263157894737,0.85512427,10.1
116,house,C001090,Cartwright,PA,8,D,76,0.0526315789473684,0.62883251,9.6
0,house,C001091,Castro,TX,20,Democrat,174,0.132183908045977,0.16115183,-26.7
115,house,C001091,Castro,TX,20,D,94,0.191489361702128,0.25401441,-26.7
116,house,C001091,Castro,TX,20,D,80,0.0625,0.0520383,-26.7
0,house,C001092,Collins,NY,27,Republican,140,0.992857142857143,0.93363068,24.5
115,house,C001092,Collins,NY,27,R,94,0.98936170212766,0.93721435,24.5
116,house,C001092,Collins,NY,27,R,46,1,0.92630753,24.5
0,house,C001093,Collins,GA,9,Republican,171,0.976608187134503,0.95654286,58.5
115,house,C001093,Collins,GA,9,R,93,0.978494623655914,0.94814092,58.5
116,house,C001093,Collins,GA,9,R,78,0.974358974358974,0.96656056,58.5
0,house,C001094,Cook,CA,8,Republican,175,0.942857142857143,0.85779299,15.1
115,house,C001094,Cook,CA,8,R,96,0.979166666666667,0.89971389,15.1
116,house,C001094,Cook,CA,8,R,79,0.89873417721519,0.80685113,15.1
115,house,C001096,Cramer,ND,0,R,91,0.989010989010989,0.95118014,35.72888837
0,house,C001097,Cárdenas,CA,29,Democrat,171,0.111111111111111,0.10697784,-60.9
115,house,C001097,Cárdenas,CA,29,D,92,0.184782608695652,0.16555638,-60.9
116,house,C001097,Cárdenas,CA,29,D,79,0.0253164556962025,0.03875978,-60.9
0,house,C001101,Clark,MA,5,Democrat,170,0.111764705882353,0.12870968,-43.6
115,house,C001101,Clark,MA,5,D,90,0.166666666666667,0.20482679,-43.6
116,house,C001101,Clark,MA,5,D,80,0.05,0.04307794,-43.6
0,house,C001103,Carter,GA,1,Republican,171,0.964912280701754,0.85956824,15.5
115,house,C001103,Carter,GA,1,R,90,0.966666666666667,0.89975815,15.5
116,house,C001103,Carter,GA,1,R,81,0.962962962962963,0.81491278,15.5
0,house,C001105,Comstock,VA,10,Republican,93,0.978494623655914,0.47725594,-10
115,house,C001105,Comstock,VA,10,R,93,0.978494623655914,0.47725594,-10
0,house,C001106,Costello,PA,6,Republican,92,0.956521739130435,0.69185928,-0.6
115,house,C001106,Costello,PA,6,R,92,0.956521739130435,0.69185928,-0.6
0,house,C001107,Curbelo,FL,26,Republican,91,0.824175824175824,0.37158865,-16.3
115,house,C001107,Curbelo,FL,26,R,91,0.824175824175824,0.37158865,-16.3
0,house,C001108,Comer,KY,1,Republican,177,0.954802259887006,0.95703566,48.5
115,house,C001108,Comer,KY,1,R,96,0.927083333333333,0.95021452,48.5
116,house,C001108,Comer,KY,1,R,81,0.987654320987654,0.96511998,48.5
0,house,C001109,Cheney,WY,0,Republican,173,0.959537572254335,0.95579498,46.29527573
115,house,C001109,Cheney,WY,0,R,96,0.958333333333333,0.9505216,46.29527573
116,house,C001109,Cheney,WY,0,R,77,0.961038961038961,0.96236959,46.29527573
0,house,C001110,Correa,CA,46,Democrat,177,0.225988700564972,0.13328209,-38.4
115,house,C001110,Correa,CA,46,D,96,0.375,0.2081919,-38.4
116,house,C001110,Correa,CA,46,D,81,0.0493827160493827,0.04450008,-38.4
0,house,C001111,Crist,FL,13,Democrat,174,0.247126436781609,0.41429849,-3.2
115,house,C001111,Crist,FL,13,D,93,0.419354838709677,0.62652837,-3.2
116,house,C001111,Crist,FL,13,D,81,0.0493827160493827,0.17062715,-3.2
0,house,C001112,Carbajal,CA,24,Democrat,173,0.219653179190751,0.19831679,-20.2
115,house,C001112,Carbajal,CA,24,D,92,0.369565217391304,0.32095168,-20.2
116,house,C001112,Carbajal,CA,24,D,81,0.0493827160493827,0.05902778,-20.2
0,house,C001114,Curtis,UT,3,Republican,122,0.950819672131147,0.92315496,23.9
115,house,C001114,Curtis,UT,3,R,45,0.955555555555556,0.92881366,23.9
116,house,C001114,Curtis,UT,3,R,77,0.948051948051948,0.91984792,23.9
0,house,C001115,Cloud,TX,27,Republican,92,0.923913043478261,0.92586947,23.6
115,house,C001115,Cloud,TX,27,R,11,0.909090909090909,0.96460073,23.6
116,house,C001115,Cloud,TX,27,R,81,0.925925925925926,0.92060967,23.6
0,house,C001117,Casten,IL,6,Democrat,81,0.0493827160493827,0.11647983,-7
116,house,C001117,Casten,IL,6,D,81,0.0493827160493827,0.11647983,-7
0,house,C001118,Cline,VA,6,Republican,81,0.950617283950617,0.92755543,24.8
116,house,C001118,Cline,VA,6,R,81,0.950617283950617,0.92755543,24.8
0,house,C001119,Craig,MN,2,Democrat,81,0.0493827160493827,0.28421713,1.2
116,house,C001119,Craig,MN,2,D,81,0.0493827160493827,0.28421713,1.2
0,house,C001120,Crenshaw,TX,2,Republican,79,0.936708860759494,0.61879444,9.3
116,house,C001120,Crenshaw,TX,2,R,79,0.936708860759494,0.61879444,9.3
0,house,C001121,Crow,CO,6,Democrat,81,0.0493827160493827,0.0997387,-8.9
116,house,C001121,Crow,CO,6,D,81,0.0493827160493827,0.0997387,-8.9
0,house,C001122,Cunningham,SC,1,Democrat,80,0.0875,0.75085068,13.1
116,house,C001122,Cunningham,SC,1,D,80,0.0875,0.75085068,13.1
0,house,C001123,Cisneros,CA,39,Democrat,81,0.0493827160493827,0.10204303,-8.6
116,house,C001123,Cisneros,CA,39,D,81,0.0493827160493827,0.10204303,-8.6
0,house,C001124,Cox,CA,21,Democrat,80,0.05,0.06978807,-15.5
116,house,C001124,Cox,CA,21,D,80,0.05,0.06978807,-15.5
0,house,D000096,Davis,IL,7,Democrat,164,0.0914634146341463,0.0764004,-78.2
115,house,D000096,Davis,IL,7,D,84,0.130952380952381,0.11584681,-78.2
116,house,D000096,Davis,IL,7,D,80,0.05,0.03498167,-78.2
0,house,D000191,DeFazio,OR,4,Democrat,170,0.141176470588235,0.47694443,-0.1
115,house,D000191,DeFazio,OR,4,D,91,0.241758241758242,0.68581069,-0.1
116,house,D000191,DeFazio,OR,4,D,79,0.0253164556962025,0.23635165,-0.1
0,house,D000197,DeGette,CO,1,Democrat,171,0.087719298245614,0.10479165,-45.8
115,house,D000197,DeGette,CO,1,D,90,0.133333333333333,0.16146126,-45.8
116,house,D000197,DeGette,CO,1,D,81,0.037037037037037,0.04182542,-45.8
0,house,D000216,DeLauro,CT,3,Democrat,170,0.135294117647059,0.23861658,-15.5
115,house,D000216,DeLauro,CT,3,D,92,0.206521739130435,0.38094163,-15.5
116,house,D000216,DeLauro,CT,3,D,78,0.0512820512820513,0.070746,-15.5
0,house,D000399,Doggett,TX,35,Democrat,176,0.113636363636364,0.14516274,-33.6
115,house,D000399,Doggett,TX,35,D,96,0.15625,0.22669184,-33.6
116,house,D000399,Doggett,TX,35,D,80,0.0625,0.04732782,-33.6
0,house,D000482,Doyle,PA,18,Democrat,174,0.149425287356322,0.14196055,-27.5
115,house,D000482,Doyle,PA,14,D,94,0.234042553191489,0.2190927,-35.5
116,house,D000482,Doyle,PA,18,D,80,0.05,0.05133028,-27.5
0,house,D000533,Duncan,TN,2,Republican,95,0.8,0.94941568,35.4
115,house,D000533,Duncan,TN,2,R,95,0.8,0.94941568,35.4
0,house,D000598,Davis,CA,53,Democrat,175,0.137142857142857,0.14137242,-34.9
115,house,D000598,Davis,CA,53,D,95,0.210526315789474,0.22113211,-34.9
116,house,D000598,Davis,CA,53,D,80,0.05,0.0466578,-34.9
0,house,D000600,Diaz-Balart,FL,25,Republican,173,0.913294797687861,0.53354012,1.8
115,house,D000600,Diaz-Balart,FL,25,R,93,0.946236559139785,0.72943294,1.8
116,house,D000600,Diaz-Balart,FL,25,R,80,0.875,0.30581471,1.8
0,house,D000604,Dent,PA,15,Republican,71,0.929577464788732,0.81930283,7.6
115,house,D000604,Dent,PA,15,R,71,0.929577464788732,0.81930283,7.6
0,house,D000610,Deutch,FL,22,Democrat,173,0.132947976878613,0.22752504,-15.8
115,house,D000610,Deutch,FL,22,D,92,0.206521739130435,0.36786158,-15.8
116,house,D000610,Deutch,FL,22,D,81,0.0493827160493827,0.06813046,-15.8
0,house,D000612,Denham,CA,10,Republican,95,0.978947368421053,0.62855983,-3
115,house,D000612,Denham,CA,10,R,95,0.978947368421053,0.62855983,-3
0,house,D000614,Duffy,WI,7,Republican,136,0.933823529411765,0.91724978,20.5
115,house,D000614,Duffy,WI,7,R,93,0.935483870967742,0.92736971,20.5
116,house,D000614,Duffy,WI,7,R,43,0.930232558139535,0.89536251,20.5
0,house,D000615,Duncan,SC,3,Republican,172,0.930232558139535,0.95444149,38
115,house,D000615,Duncan,SC,3,R,93,0.89247311827957,0.95159438,38
116,house,D000615,Duncan,SC,3,R,79,0.974683544303797,0.95779316,38
